"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1723336351771451883","Sat Nov 11 13:46:18 +0000 2023","19768"," ternyata udah ada fatwa MUI ya soal boikot produk. utk skincare make up dan body-hair-personal care sih gak repot krn udah setahun hijrah pake oriflame. yg agak peer nih makanan https://t.co/04rJYHoRCq","1723336351771451883","https://pbs.twimg.com/media/F-qFRyTbYAEtQBH.jpg","","in","Indonesia","1088","1084","5278","https://x.com/tanyakanrl/status/1723336351771451883","1331650559518990336","tanyakanrl"
"1730072530608857555","Thu Nov 30 03:53:29 +0000 2023","12","Bismillah Alhamdulillah ◾Ada aplikasi baru yg mengidentifikasi produk ISRAELI sehingga kita tdk mendukung GENOCIDE secara finansial! https://t.co/rztRHEazdm Perlahan tapi pasti!! InsyaAllah kita semua pasti bisa Tetap Boikot Produk Zionis Israeli &amp; Sekutunya‼️ https://t.co/bMGgmqOII3","1730072530608857555","https://pbs.twimg.com/media/GAJzvatb0AArZnT.jpg","","in","","0","3","6","https://x.com/NinzExe07/status/1730072530608857555","1651123026203901952","NinzExe07"
"1721852542664278402","Tue Nov 07 11:30:11 +0000 2023","21718"," halo temen-temen X sender bawain lebih banyak lagi list produk yang harus di boikot tolong jangan pernah berhenti untuk nge boikot produk-produk ini ya guys hal-hal kecil dari kita sangat berarti untuk mereka ada makanan kucing saus dan lain-lain https://t.co/AGA7DThoFF","1721852542664278402","https://pbs.twimg.com/media/F-U_woSbcAAf71O.jpg","","in","Indonesia","760","704","7025","https://x.com/tanyakanrl/status/1721852542664278402","1331650559518990336","tanyakanrl"
"1724415296813851050","Tue Nov 14 13:13:39 +0000 2023","17632","Guys masih tetap boikot produk atau komoditas yg berafiliasi dengan Zionis Israel kan? FYI bahwa setiap harinya Zionis Israel harus mengeluarkan anggaran sebanyak $260 Juta. Artinya sampai hari ini mereka sudah mengeluarkan anggaran sebesar $10 14 Milyar. Belum lagi mereka https://t.co/kfliPPVzVb","1724415296813851050","https://pbs.twimg.com/media/F-5akARXsAAeN-S.jpg","","in","Papua, Indonesia","346","576","11728","https://x.com/AzzamIzzulhaq/status/1724415296813851050","103210292","AzzamIzzulhaq"
"1722838388133548056","Fri Nov 10 04:47:35 +0000 2023","24203"," Berasa bangga ama Aurora pas ngestalk insta nya jarang² artis luar terutama barat yang terang² an menyuarakan Pllestin ampe ikut² an boikot produk pro israhell. Kuy dengerin lagu²nya bagus banget buat yang suka ovt https://t.co/NEzufSG3ke","1722838388133548056","https://pbs.twimg.com/media/F-jAYTtasAA1d3E.jpg","","in","Indonesia","228","238","3570","https://x.com/tanyakanrl/status/1722838388133548056","1331650559518990336","tanyakanrl"
"1723699745359900911","Sun Nov 12 13:50:18 +0000 2023","16520","baiklah kita tempur siapkan doa untuk sodara kita disana dan boikot smua produk yg mendukung mereka https://t.co/2lyrqpmUJ9","1723699745359900911","https://pbs.twimg.com/media/F-vPyFEaUAAFsQv.jpg","","in","Indonesia","530","807","3433","https://x.com/tanyarlfes/status/1723699745359900911","1371650588","tanyarlfes"
"1730232998082093223","Thu Nov 30 14:31:07 +0000 2023","186","Kamar Dagang dan Industri (Kadin) Indonesia meminta pemerintah turun tangan terkait aksi boikot terhadap produk yang dianggap terafiliasi dengan Israel yang terjadi di masyarakat. https://t.co/ReTUt790Pb","1730232998082093223","https://pbs.twimg.com/media/GAMFuprXIAAWByh.jpg","","in","Jakarta Capital Region","55","58","39","https://x.com/asumsico/status/1730232998082093223","829366551446818816","asumsico"
"1729837658795561126","Wed Nov 29 12:20:11 +0000 2023","0","Dukung Fatwa MUI DSKS Pawai Akbar Sosialisasi Boikot Produk Pro Zionis Israel https://t.co/VCiEuPImFU https://t.co/nVv8ItpfeX","1729837658795561126","https://pbs.twimg.com/media/GAGeLtdaIAAhAMm.jpg","","in","","0","1","0","https://x.com/Rahmat_Hidayant/status/1729837658795561126","2426238356","Rahmat_Hidayant"
"1729661853318443066","Wed Nov 29 00:41:36 +0000 2023","36","Jangan lagi beli produk ZARA... boikot ya. ZARA itu dukung zionist Israel.. ( untung ga cocok pk ZARA) https://t.co/Dvd1v1DP36","1729661853318443066","https://pbs.twimg.com/media/GAD-SNuaMAAXsRI.jpg","","in","Indonesia🇮🇩","1","6","19","https://x.com/siregar_najeges/status/1729661853318443066","1052339653","siregar_najeges"
"1730010826608914871","Wed Nov 29 23:48:17 +0000 2023","23","Morning Genk Mimin kasih lagu buat penyemangat memulai hari Tau ga Genk ada byk para musisi dunia yg ikut menyuarakan pembebasan Palestina kita juga jgn mau kalah ya Terus suarakan Free palestine Posting tentang Palestine &amp; boikot produk Israel Ciaoooo enjoy the musik https://t.co/68sSZfN7xy","1730010826608914871","https://pbs.twimg.com/ext_tw_video_thumb/1730010694031114240/pu/img/JFIJdf0TxSrAeR0N.jpg","","in","antara ada dan tiada ","0","0","11","https://x.com/_NeverAlonely/status/1730010826608914871","1369949963690549248","_NeverAlonely"
"1730046004127584738","Thu Nov 30 02:08:04 +0000 2023","0","*Boikot Produk Zionis Yahudi!* https://t.co/1isod4x6a4 Aksi boikot atau menolak secara keseluruhan gagasan dan sistem yang diterapkan di wilayah yang diduduki zionis Yahudi dinilai Direktur Pamong Institute Wahyudi Al-Maroki akan lebih efektif. https://t.co/rGn3owavMv https://t.co/ZUsZInI1d8","1730046004127584738","https://pbs.twimg.com/media/GAJbq8XbsAA_8UR.jpg","","in","","0","0","0","https://x.com/Ghaziii05/status/1730046004127584738","1487013072858349573","Ghaziii05"
"1730053613798690848","Thu Nov 30 02:38:19 +0000 2023","0","*Boikot Produk Zionis Yahudi!* https://t.co/ZbUGkG9y3e Aksi boikot atau menolak secara keseluruhan gagasan dan sistem yang diterapkan di wilayah yang diduduki zionis Yahudi dinilai Direktur Pamong Institute Wahyudi Al-Maroki akan lebih efektif. Akan lebih besar https://t.co/igAQutPSJE","1730053613798690848","https://pbs.twimg.com/media/GAJil6ja0AAs778.jpg","","in","","0","0","0","https://x.com/rosidindotcom/status/1730053613798690848","1607519723306221569","rosidindotcom"
"1729627379889533314","Tue Nov 28 22:24:36 +0000 2023","4","Seruan boikot produk Israel tampak belum memengaruhi gerak harga saham sejumlah perusahaan yang diduga terafiliasi atau mendukung Israel. ~Sebuah Utas~ https://t.co/T6yopDm72m","1729627379889533314","https://pbs.twimg.com/media/GADd5EibUAAQRCk.jpg","","in","Indonesia","0","1","2","https://x.com/bisnisindo_id/status/1729627379889533314","1330791552583548932","bisnisindo_id"
"1730188328962814324","Thu Nov 30 11:33:37 +0000 2023","0","Benarkah pemerintah mendukung aksi boikot produk yang terafiliasi Israel? Baca selengkapnya di https://t.co/v5YPJYVzQm #tebuirenginitiatives #pesantrentebuireng #palestina #pedulipalestina #tebuireng #indonesia #news https://t.co/In83q06cLc","1730188328962814324","https://pbs.twimg.com/media/GALc986bEAAhw1v.jpg","","in","","0","0","0","https://x.com/tbi_initiatives/status/1730188328962814324","1347936777202397187","tbi_initiatives"
"1720579272518312339","Fri Nov 03 23:10:40 +0000 2023","13900","Setelah membaca thread tentang culun ini pesan yang saya tangkap: Jika kamu kecil lemah tidak bisa sepenuhnya lepas dari produk Israel maka diam saja ndak usah sok boikot karena munafik ndak ada efeknya. Gunakan saja jalur diplomasi di PBB untuk menekan. Dan di PBB akan https://t.co/4zPp8IT3Xf","1720579272518312339","https://pbs.twimg.com/media/F-C4akzbEAAjnpy.jpg","","in","Jakarta Selatan, DKI Jakarta","163","353","5763","https://x.com/ismailfahmi/status/1720579272518312339","34075325","ismailfahmi"
"1730237005752148306","Thu Nov 30 14:47:03 +0000 2023","0","mau boikot produk satu ini tapi ko belum nemu gantinya kapal api g tertarik bikin yg tanpa ampas kayak gini kah? https://t.co/2l5ToHBGs2","1730237005752148306","https://pbs.twimg.com/media/GAMJMoUWcAE1ceR.jpg","","in","","1","0","0","https://x.com/Hadib1s4/status/1730237005752148306","2253516799","Hadib1s4"
"1729530013139992578","Tue Nov 28 15:57:42 +0000 2023","40","Bismillah Ikutil! Webinar series 01: Boikot Produk Yhd &amp; Solusinya Dibahas juga Membuka Peluang Usaha di Arab Saudi bersama Saudinesia dan BMT Ash Shiddiq. Narsum: 1. Ustadz Ali Hasan Bawazier Hafidzahullah 2. Arya S Nugraha (BMT Ash Shiddiq) 3. Wisnu (Big Foundation) https://t.co/zAKOVhgBLh","1729530013139992578","https://pbs.twimg.com/media/GACGOnTWUAAaTcv.jpg","","in","Saudi Arabia","0","3","5","https://x.com/saudinesia/status/1729530013139992578","932704213901160448","saudinesia"
"1724854640683196497","Wed Nov 15 18:19:27 +0000 2023","12073","Jika boikot produk atau komoditas yg berafiliasi dengan Zionis Israel dan negara-negara sekutunya itu tidak berpengaruh apa-apa mengapa mereka: 1. Mendadak klarifikasi 2. Mendadak 'peduli dan donasi'. 3. Mendadak mengubah desain kemasan tema dll yg lebih 'ramah Palestina'.","1724854640683196497","","","in","Papua, Indonesia","142","354","6680","https://x.com/AzzamIzzulhaq/status/1724854640683196497","103210292","AzzamIzzulhaq"
"1730161226293059640","Thu Nov 30 09:45:55 +0000 2023","3","Kadin: Aksi boikot produk terafiliasi Israel rugikan dunia usaha Tepat dong rugikan usaha Israhell... Gimana sih Om Kadin https://t.co/XQkauLGLvS https://t.co/Is124W60u1","1730161226293059640","https://pbs.twimg.com/media/GALDM5eaMAAWWDS.png","","in","Bandung, Jawa Barat","0","0","1","https://x.com/tijabar/status/1730161226293059640","2395238000","tijabar"
